Location_ID,Location_Name_EN,Location_Name_ZH,ISO_3166_1,Country_Region_EN,Country_Region_ZH,Adm1_Name_EN,Adm1_Name_ZH,Adm2_Name_EN,Adm2_Name_ZH,Timezone,Latitude,Longitude,AD_code
101080106,SaiHan,赛罕,CN,China,中国,Inner Mongolia Autonomous Region,内蒙古自治区,Hohhot,呼和浩特市,Asia/Shanghai,40.8078,111.6985,150105
101080107,Wuchuan,武川,CN,China,中国,Inner Mongolia Autonomous Region,内蒙古自治区,Hohhot,呼和浩特市,Asia/Shanghai,41.0945,111.4566,150125
101080108,Xincheng,新城,CN,China,中国,Inner Mongolia Autonomous Region,内蒙古自治区,Hohhot,呼和浩特市,Asia/Shanghai,40.8262,111.6860,150102
101080109,Huimin,回民,CN,China,中国,Inner Mongolia Autonomous Region,内蒙古自治区,Hohhot,呼和浩特市,Asia/Shanghai,40.8151,111.6622,150103
101080110,Yuquan,玉泉,CN,China,中国,Inner Mongolia Autonomous Region,内蒙古自治区,Hohhot,呼和浩特市,Asia/Shanghai,40.7531,111.6742,150104
101080201,Baotou,包头,CN,China,中国,Inner Mongolia Autonomous Region,内蒙古自治区,Baotou,包头市,Asia/Shanghai,40.6213,109.9532,150200
101080202,Bayan Obo Mining District,白云鄂博,CN,China,中国,Inner Mongolia Autonomous Region,内蒙古自治区,Baotou,包头市,Asia/Shanghai,41.7692,109.9702,150206
101080204,Tumd Right Banner,土右旗,CN,China,中国,Inner Mongolia Autonomous Region,内蒙古自治区,Baotou,包头市,Asia/Shanghai,40.5783,110.5278,150221
101080205,Guyang,固阳,CN,China,中国,Inner Mongolia Autonomous Region,内蒙古自治区,Baotou,包头市,Asia/Shanghai,41.0300,110.0634,150222
101080206,Darhan Muminggan United Banner,达茂旗,CN,China,中国,Inner Mongolia Autonomous Region,内蒙古自治区,Baotou,包头市,Asia/Shanghai,41.6990,110.4326,150223
101080208,Donghe,东河,CN,China,中国,Inner Mongolia Autonomous Region,内蒙古自治区,Baotou,包头市,Asia/Shanghai,40.5871,110.0269,150202
101080209,Hondlon,昆都仑,CN,China,中国,Inner Mongolia Autonomous Region,内蒙古自治区,Baotou,包头市,Asia/Shanghai,40.6613,109.8229,150203
101080210,Qingshan,青山,CN,China,中国,Inner Mongolia Autonomous Region,内蒙古自治区,Baotou,包头市,Asia/Shanghai,40.6686,109.8801,150204
101080211,Shiguai,石拐,CN,China,中国,Inner Mongolia Autonomous Region,内蒙古自治区,Baotou,包头市,Asia/Shanghai,40.6767,110.0608,150205
101080212,Jiuyuan,九原,CN,China,中国,Inner Mongolia Autonomous Region,内蒙古自治区,Baotou,包头市,Asia/Shanghai,40.6006,109.9681,150207
101080301,Wuhai,乌海,CN,China,中国,Inner Mongolia Autonomous Region,内蒙古自治区,Wuhai,乌海市,Asia/Shanghai,39.6737,106.8256,150300
101080302,Haibowan,海勃湾,CN,China,中国,Inner Mongolia Autonomous Region,内蒙古自治区,Wuhai,乌海市,Asia/Shanghai,39.6735,106.8178,150302
101080303,Hainan Prefecture,海南,CN,China,中国,Inner Mongolia Autonomous Region,内蒙古自治区,Wuhai,乌海市,Asia/Shanghai,39.4415,106.8848,150303
